Symbol,Company Name,Cap Category,Sector,ISIN,Date of Listing,Index Source
NIACL,The New India Assurance Company Limited,Mid Cap,Financial Services,INE470Y01017,13-NOV-2017,Nifty Midcap 150
THERMAX,Thermax Limited,Mid Cap,Capital Goods,INE152A01029,30-AUG-1995,Nifty Midcap 150
TORNTPOWER,Torrent Power Limited,Mid Cap,Power,INE813H01021,28-NOV-2006,Nifty Midcap 150
TIINDIA,Tube Investments of India Limited,Mid Cap,Automobile and Auto Components,INE974X01010,02-NOV-2017,Nifty Midcap 150
UNOMINDA,UNO Minda Limited,Mid Cap,Automobile and Auto Components,INE405E01023,02-FEB-2007,Nifty Midcap 150
UPL,UPL Limited,Mid Cap,Chemicals,INE628A01036,23-JAN-2004,Nifty Midcap 150
UBL,United Breweries Limited,Mid Cap,Fast Moving Consumer Goods,INE686F01025,28-JUL-2008,Nifty Midcap 150
VMM,Vishal Mega Mart Limited,Mid Cap,Consumer Services,INE01EA01019,18-DEC-2024,Nifty Midcap 150
IDEA,Vodafone Idea Limited,Mid Cap,Telecommunication,INE669E01016,09-MAR-2007,Nifty Midcap 150
VOLTAS,Voltas Limited,Mid Cap,Consumer Durables,INE226A01021,12-APR-1995,Nifty Midcap 150
WAAREEENER,Waaree Energies Limited,Mid Cap,Capital Goods,INE377N01017,28-OCT-2024,Nifty Midcap 150
YESBANK,Yes Bank Limited,Mid Cap,Financial Services,INE528G01035,12-JUL-2005,Nifty Midcap 150
ACMESOLAR,Acme Solar Holdings Limited,Mid Cap,Power,INE622W01025,13-NOV-2024,Nifty MidSmallcap 400
AADHARHFC,Aadhar Housing Finance Limited,Mid Cap,Financial Services,INE883F01010,15-MAY-2024,Nifty MidSmallcap 400
AARTIIND,Aarti Industries Limited,Mid Cap,Chemicals,INE769A01020,08-FEB-1995,Nifty MidSmallcap 400
AAVAS,Aavas Financiers Limited,Mid Cap,Financial Services,INE216P01012,08-OCT-2018,Nifty MidSmallcap 400
ACE,Action Construction Equipment Limited,Mid Cap,Capital Goods,INE731H01025,26-SEP-2006,Nifty MidSmallcap 400
ACUTAAS,Acutaas Chemicals Limited,Mid Cap,Healthcare,INE00FF01025,14-SEP-2021,Nifty MidSmallcap 400
ABFRL,Aditya Birla Fashion and Retail Limited,Mid Cap,Consumer Services,INE647O01011,17-JUL-2013,Nifty MidSmallcap 400
ABLBL,Aditya Birla Lifestyle Brands Limited,Mid Cap,Consumer Services,INE14LE01019,23-JUN-2025,Nifty MidSmallcap 400
ABREL,Aditya Birla Real Estate Limited,Mid Cap,Realty,INE055A01016,27-JUN-2003,Nifty MidSmallcap 400
ABSLAMC,Aditya Birla Sun Life AMC Limited,Mid Cap,Financial Services,INE404A01024,11-OCT-2021,Nifty MidSmallcap 400
CPPLUS,Aditya Infotech Limited,Mid Cap,Capital Goods,INE819V01029,05-AUG-2025,Nifty MidSmallcap 400
AEGISLOG,Aegis Logistics Limited,Mid Cap,Oil Gas & Consumable Fuels,INE208C01025,03-APR-1996,Nifty MidSmallcap 400
AEGISVOPAK,Aegis Vopak Terminals Limited,Mid Cap,Oil Gas & Consumable Fuels,INE0INX01018,02-JUN-2025,Nifty MidSmallcap 400
AFCONS,Afcons Infrastructure Limited,Mid Cap,Construction,INE101I01011,04-NOV-2024,Nifty MidSmallcap 400
AFFLE,Affle 3i Limited,Mid Cap,Information Technology,INE00WC01027,08-AUG-2019,Nifty MidSmallcap 400
ABDL,Allied Blenders and Distillers Limited,Mid Cap,Fast Moving Consumer Goods,INE552Z01027,02-JUL-2024,Nifty MidSmallcap 400
ARE&M,Amara Raja Energy & Mobility Limited,Mid Cap,Automobile and Auto Components,INE885A01032,05-SEP-2003,Nifty MidSmallcap 400
AMBER,Amber Enterprises India Limited,Mid Cap,Consumer Durables,INE371P01015,30-JAN-2018,Nifty MidSmallcap 400
ANANDRATHI,Anand Rathi Wealth Limited,Mid Cap,Financial Services,INE463V01026,14-DEC-2021,Nifty MidSmallcap 400
ANANTRAJ,Anant Raj Limited,Mid Cap,Realty,INE242C01024,27-SEP-2006,Nifty MidSmallcap 400
ANGELONE,Angel One Limited,Mid Cap,Financial Services,INE732I01021,05-OCT-2020,Nifty MidSmallcap 400
ANURAS,Anupam Rasayan India Limited,Mid Cap,Chemicals,INE930P01018,24-MAR-2021,Nifty MidSmallcap 400
APTUS,Aptus Value Housing Finance India Limited,Mid Cap,Financial Services,INE852O01025,24-AUG-2021,Nifty MidSmallcap 400
ASAHIINDIA,Asahi India Glass Limited,Mid Cap,Automobile and Auto Components,INE439A01020,18-MAR-1998,Nifty MidSmallcap 400
ASTERDM,Aster DM Healthcare Limited,Mid Cap,Healthcare,INE914M01019,26-FEB-2018,Nifty MidSmallcap 400
ATHERENERG,Ather Energy Limited,Mid Cap,Automobile and Auto Components,INE0LEZ01016,06-MAY-2025,Nifty MidSmallcap 400
ATUL,Atul Limited,Mid Cap,Chemicals,INE100A01010,06-MAY-1998,Nifty MidSmallcap 400
BEML,BEML Limited,Mid Cap,Capital Goods,INE258A01024,05-NOV-2003,Nifty MidSmallcap 400
BLS,BLS International Services Limited,Mid Cap,Consumer Services,INE153T01027,14-JUN-2016,Nifty MidSmallcap 400
BALRAMCHIN,Balrampur Chini Mills Limited,Mid Cap,Fast Moving Consumer Goods,INE119A01028,08-FEB-1995,Nifty MidSmallcap 400
BANDHANBNK,Bandhan Bank Limited,Mid Cap,Financial Services,INE545U01014,27-MAR-2018,Nifty MidSmallcap 400
BATAINDIA,Bata India Limited,Mid Cap,Consumer Durables,INE176A01028,18-JUN-2003,Nifty MidSmallcap 400
BAYERCROP,Bayer Cropscience Limited,Mid Cap,Chemicals,INE462A01022,08-JAN-2010,Nifty MidSmallcap 400
BELRISE,Belrise Industries Limited,Mid Cap,Automobile and Auto Components,INE894V01022,28-MAY-2025,Nifty MidSmallcap 400
BIKAJI,Bikaji Foods International Limited,Mid Cap,Fast Moving Consumer Goods,INE00E101023,16-NOV-2022,Nifty MidSmallcap 400
BSOFT,BIRLASOFT LIMITED,Mid Cap,Information Technology,INE836A01035,24-NOV-1999,Nifty MidSmallcap 400
BLUEDART,Blue Dart Express Limited,Mid Cap,Services,INE233B01017,12-DEC-2002,Nifty MidSmallcap 400
BLUEJET,Blue Jet Healthcare Limited,Mid Cap,Healthcare,INE0KBH01020,01-NOV-2023,Nifty MidSmallcap 400
BBTC,The Bombay Burmah Trading Corporation Limited,Mid Cap,Fast Moving Consumer Goods,INE050A01025,03-APR-1996,Nifty MidSmallcap 400
FIRSTCRY,Brainbees Solutions Limited,Mid Cap,Consumer Services,INE02RE01045,13-AUG-2024,Nifty MidSmallcap 400
BRIGADE,Brigade Enterprises Limited,Mid Cap,Realty,INE791I01019,31-DEC-2007,Nifty MidSmallcap 400
MAPMYINDIA,C.E. Info Systems Limited,Mid Cap,Information Technology,INE0BV301023,21-DEC-2021,Nifty MidSmallcap 400
CCL,CCL Products (India) Limited,Mid Cap,Fast Moving Consumer Goods,INE421D01022,07-JUN-2004,Nifty MidSmallcap 400
CESC,CESC Limited,Mid Cap,Power,INE486A01021,08-FEB-1995,Nifty MidSmallcap 400
CIEINDIA,CIE Automotive India Limited,Mid Cap,Automobile and Auto Components,INE536H01010,30-AUG-2007,Nifty MidSmallcap 400
CANFINHOME,Can Fin Homes Limited,Mid Cap,Financial Services,INE477A01020,10-MAY-1995,Nifty MidSmallcap 400
CANHLIFE,Canara HSBC Life Insurance Company Limited,Mid Cap,Financial Services,INE01TY01017,17-OCT-2025,Nifty MidSmallcap 400
CAPLIPOINT,Caplin Point Laboratories Limited,Mid Cap,Healthcare,INE475E01026,23-JUN-2014,Nifty MidSmallcap 400
CGCL,Capri Global Capital Limited,Mid Cap,Financial Services,INE180C01042,29-OCT-2010,Nifty MidSmallcap 400
CARBORUNIV,Carborundum Universal Limited,Mid Cap,Capital Goods,INE120A01034,03-APR-1996,Nifty MidSmallcap 400
CARTRADE,Cartrade Tech Limited,Small Cap,Consumer Services,INE290S01011,20-AUG-2021,Nifty Smallcap 250
CASTROLIND,Castrol India Limited,Small Cap,Oil Gas & Consumable Fuels,INE172A01027,14-MAR-2014,Nifty Smallcap 250
CEATLTD,CEAT Limited,Small Cap,Automobile and Auto Components,INE482A01020,01-FEB-2008,Nifty Smallcap 250
CEMPRO,Cemindia Projects Limited,Small Cap,Construction,INE686A01026,10-FEB-1999,Nifty Smallcap 250
CENTRALBK,Central Bank of India,Small Cap,Financial Services,INE483A01010,21-AUG-2007,Nifty Smallcap 250
CDSL,Central Depository Services (India) Limited,Small Cap,Financial Services,INE736A01011,30-JUN-2017,Nifty Smallcap 250
CHALET,Chalet Hotels Limited,Small Cap,Consumer Services,INE427F01016,07-FEB-2019,Nifty Smallcap 250
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,Small Cap,Chemicals,INE085A01013,14-JUN-1995,Nifty Smallcap 250
CHENNPETRO,Chennai Petroleum Corporation Limited,Small Cap,Oil Gas & Consumable Fuels,INE178A01016,07-JUN-2000,Nifty Smallcap 250
CHOICEIN,Choice International Limited,Small Cap,Financial Services,INE102B01014,08-APR-2022,Nifty Smallcap 250
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Small Cap,Financial Services,INE149A01033,25-SEP-2017,Nifty Smallcap 250
CUB,City Union Bank Limited,Small Cap,Financial Services,INE491A01021,25-AUG-1998,Nifty Smallcap 250
CLEAN,Clean Science and Technology Limited,Small Cap,Chemicals,INE227W01023,19-JUL-2021,Nifty Smallcap 250
COHANCE,Cohance Lifesciences Limited,Small Cap,Healthcare,INE03QK01018,09-MAR-2020,Nifty Smallcap 250
CAMS,Computer Age Management Services Limited,Small Cap,Financial Services,INE596I01020,07-MAY-2021,Nifty Smallcap 250
CONCORDBIO,Concord Biotech Limited,Small Cap,Healthcare,INE338H01029,18-AUG-2023,Nifty Smallcap 250
CRAFTSMAN,Craftsman Automation Limited,Small Cap,Automobile and Auto Components,INE00LO01017,25-MAR-2021,Nifty Smallcap 250
CREDITACC,CREDITACCESS GRAMEEN LIMITED,Small Cap,Financial Services,INE741K01010,23-AUG-2018,Nifty Smallcap 250
CROMPTON,Crompton Greaves Consumer Electricals Limited,Small Cap,Consumer Durables,INE299U01018,13-MAY-2016,Nifty Smallcap 250
CYIENT,Cyient Limited,Small Cap,Information Technology,INE136B01020,30-SEP-1998,Nifty Smallcap 250
DCMSHRIRAM,DCM Shriram Limited,Small Cap,Diversified,INE499A01024,12-APR-1995,Nifty Smallcap 250
DOMS,DOMS Industries Limited,Small Cap,Fast Moving Consumer Goods,INE321T01012,20-DEC-2023,Nifty Smallcap 250
DATAPATTNS,Data Patterns (India) Limited,Small Cap,Capital Goods,INE0IX101010,24-DEC-2021,Nifty Smallcap 250
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Small Cap,Chemicals,INE501A01019,17-JAN-2003,Nifty Smallcap 250
DEEPAKNTR,Deepak Nitrite Limited,Small Cap,Chemicals,INE288B01029,29-SEP-2010,Nifty Smallcap 250
DELHIVERY,Delhivery Limited,Small Cap,Services,INE148O01028,24-MAY-2022,Nifty Smallcap 250
DEVYANI,Devyani International Limited,Small Cap,Consumer Services,INE872J01023,16-AUG-2021,Nifty Smallcap 250
LALPATHLAB,Dr. Lal Path Labs Ltd.,Small Cap,Healthcare,INE600L01024,23-DEC-2015,Nifty Smallcap 250
EIDPARRY,EID Parry India Limited,Small Cap,Fast Moving Consumer Goods,INE126A01031,10-MAY-1995,Nifty Smallcap 250
EIHOTEL,EIH Limited,Small Cap,Consumer Services,INE230A01023,08-FEB-1995,Nifty Smallcap 250
ELECON,Elecon Engineering Company Limited,Small Cap,Capital Goods,INE205B01031,29-SEP-2006,Nifty Smallcap 250
ELGIEQUIP,Elgi Equipments Limited,Small Cap,Capital Goods,INE285A01027,22-NOV-1995,Nifty Smallcap 250
EMAMILTD,Emami Limited,Small Cap,Fast Moving Consumer Goods,INE548C01032,03-AUG-2006,Nifty Smallcap 250
EMCURE,Emcure Pharmaceuticals Limited,Small Cap,Healthcare,INE168P01015,10-JUL-2024,Nifty Smallcap 250
EMMVEE,Emmvee Photovoltaic Power Limited,Small Cap,Capital Goods,INE1C6T01020,18-NOV-2025,Nifty Smallcap 250
ENGINERSIN,Engineers India Limited,Small Cap,Construction,INE510A01028,20-AUG-1997,Nifty Smallcap 250
ERIS,Eris Lifesciences Limited,Small Cap,Healthcare,INE406M01024,29-JUN-2017,Nifty Smallcap 250
FACT,Fertilizers and Chemicals Travancore Limited,Small Cap,Chemicals,INE188A01015,12-APR-1995,Nifty Smallcap 250
FINCABLES,Finolex Cables Limited,Small Cap,Capital Goods,INE235A01022,15-FEB-1995,Nifty Smallcap 250
FSL,Firstsource Solutions Limited,Small Cap,Services,INE684F01012,22-FEB-2007,Nifty Smallcap 250
FIVESTAR,Five-Star Business Finance Limited,Small Cap,Financial Services,INE128S01021,21-NOV-2022,Nifty Smallcap 250
FORCEMOT,FORCE MOTORS LTD,Small Cap,Automobile and Auto Components,INE451A01017,14-FEB-2024,Nifty Smallcap 250
GABRIEL,Gabriel India Limited,Small Cap,Automobile and Auto Components,INE524A01029,20-APR-2005,Nifty Smallcap 250
GALLANTT,Gallantt Ispat Limited,Small Cap,Capital Goods,INE297H01019,04-APR-2006,Nifty Smallcap 250
GRSE,Garden Reach Shipbuilders & Engineers Limited,Small Cap,Capital Goods,INE382Z01011,10-OCT-2018,Nifty Smallcap 250
GILLETTE,Gillette India Limited,Small Cap,Fast Moving Consumer Goods,INE322A01010,30-JUL-2003,Nifty Smallcap 250
GLAND,Gland Pharma Limited,Small Cap,Healthcare,INE068V01023,20-NOV-2020,Nifty Smallcap 250
GODIGIT,Go Digit General Insurance Limited,Small Cap,Financial Services,INE03JT01014,23-MAY-2024,Nifty Smallcap 250
GPIL,Godawari Power And Ispat limited,Small Cap,Capital Goods,INE177H01039,25-APR-2006,Nifty Smallcap 250
GRANULES,Granules India Limited,Small Cap,Healthcare,INE101D01020,20-JUN-2005,Nifty Smallcap 250
GRAPHITE,Graphite India Limited,Small Cap,Capital Goods,INE371A01025,07-FEB-2003,Nifty Smallcap 250
GRAVITA,Gravita India Limited,Small Cap,Metals & Mining,INE024L01027,16-NOV-2010,Nifty Smallcap 250
GESHIP,The Great Eastern Shipping Company Limited,Small Cap,Services,INE017A01032,27-NOV-2006,Nifty Smallcap 250
GMDCLTD,Gujarat Mineral Development Corporation Limited,Small Cap,Metals & Mining,INE131A01031,17-DEC-1997,Nifty Smallcap 250
HEG,HEG Limited,Small Cap,Capital Goods,INE545A01024,10-MAY-1995,Nifty Smallcap 250
HBLENGINE,HBL Engineering Limited,Small Cap,Capital Goods,INE292B01021,04-JAN-2007,Nifty Smallcap 250
HFCL,HFCL Limited,Small Cap,Telecommunication,INE548A01028,09-MAR-2011,Nifty Smallcap 250
HSCL,Himadri Speciality Chemical Limited,Small Cap,Chemicals,INE019C01026,02-MAR-2007,Nifty Smallcap 250
HINDCOPPER,Hindustan Copper Limited,Small Cap,Metals & Mining,INE531E01026,15-SEP-2010,Nifty Smallcap 250
HOMEFIRST,Home First Finance Company India Limited,Small Cap,Financial Services,INE481N01025,03-FEB-2021,Nifty Smallcap 250
HONASA,Honasa Consumer Limited,Small Cap,Fast Moving Consumer Goods,INE0J5401028,07-NOV-2023,Nifty Smallcap 250
IDBI,IDBI Bank Limited,Small Cap,Financial Services,INE008A01015,20-SEP-1995,Nifty Smallcap 250
IFCI,IFCI Limited,Small Cap,Financial Services,INE039A01010,26-APR-1995,Nifty Smallcap 250
IIFL,IIFL Finance Limited,Small Cap,Financial Services,INE530B01024,17-MAY-2005,Nifty Smallcap 250
IRB,IRB Infrastructure Developers Limited,Small Cap,Construction,INE821I01022,25-FEB-2008,Nifty Smallcap 250
IRCON,Ircon International Limited,Small Cap,Construction,INE962Y01021,28-SEP-2018,Nifty Smallcap 250
ITI,ITI Limited,Small Cap,Telecommunication,INE248A01017,15-SEP-2003,Nifty Smallcap 250
INDGN,Indegene Limited,Small Cap,Healthcare,INE065X01017,13-MAY-2024,Nifty Smallcap 250
INDIACEM,The India Cements Limited,Small Cap,Construction Materials,INE383A01012,31-MAY-2000,Nifty Smallcap 250
INDIAMART,Indiamart Intermesh Limited,Small Cap,Consumer Services,INE933S01016,04-JUL-2019,Nifty Smallcap 250
IEX,Indian Energy Exchange Limited,Small Cap,Financial Services,INE022Q01020,23-OCT-2017,Nifty Smallcap 250
IOB,Indian Overseas Bank,Small Cap,Financial Services,INE565A01014,07-DEC-2000,Nifty Smallcap 250
IGL,Indraprastha Gas Limited,Small Cap,Oil Gas & Consumable Fuels,INE203G01027,26-DEC-2003,Nifty Smallcap 250
INOXWIND,Inox Wind Limited,Small Cap,Capital Goods,INE066P01011,09-APR-2015,Nifty Smallcap 250
INTELLECT,Intellect Design Arena Limited,Small Cap,Information Technology,INE306R01017,18-DEC-2014,Nifty Smallcap 250
IGIL,International Gemological Institute Limited,Small Cap,Services,INE0Q9301021,20-DEC-2024,Nifty Smallcap 250
IKS,Inventurus Knowledge Solutions Limited,Small Cap,Information Technology,INE115Q01022,19-DEC-2024,Nifty Smallcap 250
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Small Cap,Healthcare,INE572A01036,29-APR-2003,Nifty Smallcap 250
JBMA,JBM Auto Limited,Small Cap,Automobile and Auto Components,INE927D01051,17-DEC-2004,Nifty Smallcap 250
JKTYRE,JK Tyre & Industries Limited,Small Cap,Automobile and Auto Components,INE573A01042,19-MAR-2007,Nifty Smallcap 250
JMFINANCIL,JM Financial Limited,Small Cap,Financial Services,INE780C01023,10-OCT-2006,Nifty Smallcap 250
JSWCEMENT,JSW Cement Limited,Small Cap,Construction Materials,INE718I01012,14-AUG-2025,Nifty Smallcap 250
JSWDULUX,JSW Dulux Limited,Small Cap,Consumer Durables,INE133A01011,28-JUN-2001,Nifty Smallcap 250
JAINREC,Jain Resource Recycling Limited,Small Cap,Metals & Mining,INE0YD401026,01-OCT-2025,Nifty Smallcap 250
JPPOWER,Jaiprakash Power Ventures Limited,Small Cap,Power,INE351F01018,18-APR-2005,Nifty Smallcap 250
J&KBANK,The Jammu & Kashmir Bank Limited,Small Cap,Financial Services,INE168A01041,22-JUL-1998,Nifty Smallcap 250
JINDALSAW,Jindal Saw Limited,Small Cap,Capital Goods,INE324A01032,29-APR-2003,Nifty Smallcap 250
JUBLINGREA,Jubilant Ingrevia Limited,Small Cap,Chemicals,INE0BY001018,19-MAR-2021,Nifty Smallcap 250
JUBLPHARMA,Jubilant Pharmova Limited,Small Cap,Healthcare,INE700A01033,16-JUN-2003,Nifty Smallcap 250
JWL,Jupiter Wagons Limited,Small Cap,Capital Goods,INE209L01016,18-OCT-2010,Nifty Smallcap 250
JYOTICNC,Jyoti CNC Automation Limited,Small Cap,Capital Goods,INE980O01024,16-JAN-2024,Nifty Smallcap 250
KAJARIACER,Kajaria Ceramics Limited,Small Cap,Consumer Durables,INE217B01036,01-JUN-2004,Nifty Smallcap 250
KPIL,Kalpataru Projects International Limited,Small Cap,Construction,INE220B01022,15-DEC-2000,Nifty Smallcap 250
KARURVYSYA,Karur Vysya Bank Limited,Small Cap,Financial Services,INE036D01028,26-JUL-2000,Nifty Smallcap 250
KAYNES,Kaynes Technology India Limited,Small Cap,Capital Goods,INE918Z01012,22-NOV-2022,Nifty Smallcap 250
KEC,KEC International Limited,Small Cap,Construction,INE389H01022,10-MAR-2006,Nifty Smallcap 250
KFINTECH,Kfin Technologies Limited,Small Cap,Financial Services,INE138Y01010,29-DEC-2022,Nifty Smallcap 250
KIRLOSENG,Kirloskar Oil Engines Limited,Small Cap,Capital Goods,INE146L01010,24-DEC-2010,Nifty Smallcap 250
KIMS,Krishna Institute of Medical Sciences Limited,Small Cap,Healthcare,INE967H01025,28-JUN-2021,Nifty Smallcap 250
LTFOODS,LT Foods Limited,Small Cap,Fast Moving Consumer Goods,INE818H01020,18-DEC-2006,Nifty Smallcap 250
LATENTVIEW,Latent View Analytics Limited,Small Cap,Information Technology,INE0I7C01011,23-NOV-2021,Nifty Smallcap 250
THELEELA,Leela Palaces Hotels & Resorts Limited,Small Cap,Consumer Services,INE0AQ201015,02-JUN-2025,Nifty Smallcap 250
LEMONTREE,Lemon Tree Hotels Limited,Small Cap,Consumer Services,INE970X01018,09-APR-2018,Nifty Smallcap 250
MMTC,MMTC Limited,Small Cap,Services,INE123F01029,09-APR-2012,Nifty Smallcap 250
MGL,Mahanagar Gas Limited,Small Cap,Oil Gas & Consumable Fuels,INE002S01010,01-JUL-2016,Nifty Smallcap 250
MANAPPURAM,Manappuram Finance Limited,Small Cap,Financial Services,INE522D01027,01-DEC-2014,Nifty Smallcap 250
MRPL,Mangalore Refinery and Petrochemicals Limited,Small Cap,Oil Gas & Consumable Fuels,INE103A01014,07-JAN-2005,Nifty Smallcap 250
MEESHO,Meesho Limited,Small Cap,Consumer Services,INE0VDM01015,10-DEC-2025,Nifty Smallcap 250
MINDACORP,Minda Corporation Limited,Small Cap,Automobile and Auto Components,INE842C01021,16-OCT-2014,Nifty Smallcap 250
MSUMI,Motherson Sumi Wiring India Limited,Small Cap,Automobile and Auto Components,INE0FS801015,28-MAR-2022,Nifty Smallcap 250
NATCOPHARM,Natco Pharma Limited,Small Cap,Healthcare,INE987B01026,27-DEC-1995,Nifty Smallcap 250
NBCC,NBCC (India) Limited,Small Cap,Construction,INE095N01031,12-APR-2012,Nifty Smallcap 250
NCC,NCC Limited,Small Cap,Construction,INE868B01028,14-OCT-2003,Nifty Smallcap 250
NSLNISP,NMDC Steel Limited,Small Cap,Metals & Mining,INE0NNS01018,20-FEB-2023,Nifty Smallcap 250
NH,Narayana Hrudayalaya Ltd.,Small Cap,Healthcare,INE410P01011,06-JAN-2016,Nifty Smallcap 250
NAVA,NAVA LIMITED,Small Cap,Power,INE725A01030,03-APR-1996,Nifty Smallcap 250
NAVINFLUOR,Navin Fluorine International Limited,Small Cap,Chemicals,INE048G01026,01-JUN-2007,Nifty Smallcap 250
NETWEB,Netweb Technologies India Limited,Small Cap,Information Technology,INE0NT901020,27-JUL-2023,Nifty Smallcap 250
NEULANDLAB,Neuland Laboratories Limited,Small Cap,Healthcare,INE794A01010,13-OCT-2008,Nifty Smallcap 250
NEWGEN,Newgen Software Technologies Limited,Small Cap,Information Technology,INE619B01017,29-JAN-2018,Nifty Smallcap 250
NIVABUPA,Niva Bupa Health Insurance Company Limited,Small Cap,Financial Services,INE995S01015,14-NOV-2024,Nifty Smallcap 250
NUVAMA,Nuvama Wealth Management Limited,Small Cap,Financial Services,INE531F01023,26-SEP-2023,Nifty Smallcap 250
NUVOCO,Nuvoco Vistas Corporation Limited,Small Cap,Construction Materials,INE118D01016,23-AUG-2021,Nifty Smallcap 250
OLAELEC,Ola Electric Mobility Limited,Small Cap,Automobile and Auto Components,INE0LXG01040,09-AUG-2024,Nifty Smallcap 250
OLECTRA,Olectra Greentech Limited,Small Cap,Automobile and Auto Components,INE260D01016,20-MAR-2002,Nifty Smallcap 250
ONESOURCE,Onesource Specialty Pharma Limited,Small Cap,Healthcare,INE013P01021,24-JAN-2025,Nifty Smallcap 250
PCBL,PCBL Chemical Limited,Small Cap,Chemicals,INE602A01031,29-MAR-1995,Nifty Smallcap 250
PGEL,PG Electroplast Limited,Small Cap,Consumer Durables,INE457L01029,26-SEP-2011,Nifty Smallcap 250
PNBHOUSING,PNB Housing Finance Limited,Small Cap,Financial Services,INE572E01012,07-NOV-2016,Nifty Smallcap 250
PTCIL,PTC Industries Limited,Small Cap,Capital Goods,INE596F01018,09-JUN-2023,Nifty Smallcap 250
PVRINOX,PVR INOX Limited,Small Cap,Media Entertainment & Publication,INE191H01014,04-JAN-2006,Nifty Smallcap 250
PARADEEP,Paradeep Phosphates Limited,Small Cap,Chemicals,INE088F01024,27-MAY-2022,Nifty Smallcap 250
PFIZER,Pfizer Limited,Small Cap,Healthcare,INE182A01018,28-APR-1999,Nifty Smallcap 250
PWL,Physicswallah Limited,Small Cap,Consumer Services,INE0LP301011,18-NOV-2025,Nifty Smallcap 250
PINELABS,Pine Labs Limited,Small Cap,Financial Services,INE15B701018,14-NOV-2025,Nifty Smallcap 250
PIRAMALFIN,Piramal Finance Limited,Small Cap,Financial Services,INE202B01038,07-NOV-2025,Nifty Smallcap 250
PPLPHARMA,Piramal Pharma Limited,Small Cap,Healthcare,INE0DK501011,19-OCT-2022,Nifty Smallcap 250
POLYMED,Poly Medicure Limited,Small Cap,Healthcare,INE205C01021,07-DEC-2011,Nifty Smallcap 250
POONAWALLA,Poonawalla Fincorp Limited,Small Cap,Financial Services,INE511C01022,27-APR-2004,Nifty Smallcap 250
RRKABEL,R R Kabel Limited,Small Cap,Capital Goods,INE777K01022,20-SEP-2023,Nifty Smallcap 250
RBLBANK,RBL Bank Limited,Small Cap,Financial Services,INE976G01028,31-AUG-2016,Nifty Smallcap 250
RHIM,RHI MAGNESITA INDIA LIMITED,Small Cap,Capital Goods,INE743M01012,12-MAR-2012,Nifty Smallcap 250
RITES,RITES Limited,Small Cap,Construction,INE320J01015,02-JUL-2018,Nifty Smallcap 250
RAILTEL,Railtel Corporation Of India Limited,Small Cap,Telecommunication,INE0DD101019,26-FEB-2021,Nifty Smallcap 250
RAINBOW,Rainbow Childrens Medicare Limited,Small Cap,Healthcare,INE961O01016,10-MAY-2022,Nifty Smallcap 250
RKFORGE,Ramkrishna Forgings Limited,Small Cap,Automobile and Auto Components,INE399G01023,05-MAY-2004,Nifty Smallcap 250
REDINGTON,Redington Limited,Small Cap,Services,INE891D01026,15-FEB-2007,Nifty Smallcap 250
RPOWER,Reliance Power Limited,Small Cap,Power,INE614G01033,11-FEB-2008,Nifty Smallcap 250
SBFC,SBFC Finance Limited,Small Cap,Financial Services,INE423Y01016,16-AUG-2023,Nifty Smallcap 250
SAGILITY,SAGILITY LIMITED,Small Cap,Information Technology,INE0W2G01015,12-NOV-2024,Nifty Smallcap 250
SAILIFE,Sai Life Sciences Limited,Small Cap,Healthcare,INE570L01029,18-DEC-2024,Nifty Smallcap 250
SAMMAANCAP,Sammaan Capital Limited,Small Cap,Financial Services,INE148I01020,23-JUL-2013,Nifty Smallcap 250
SAPPHIRE,Sapphire Foods India Limited,Small Cap,Consumer Services,INE806T01020,18-NOV-2021,Nifty Smallcap 250
SARDAEN,Sarda Energy & Minerals Limited,Small Cap,Metals & Mining,INE385C01021,03-DEC-2009,Nifty Smallcap 250
SAREGAMA,Saregama India Limited,Small Cap,Media Entertainment & Publication,INE979A01025,30-JUL-1997,Nifty Smallcap 250
SCHNEIDER,Schneider Electric Infrastructure Limited,Small Cap,Capital Goods,INE839M01018,20-MAR-2012,Nifty Smallcap 250
SCI,Shipping Corporation Of India Limited,Small Cap,Services,INE109A01011,13-AUG-1997,Nifty Smallcap 250
SHYAMMETL,Shyam Metalics and Energy Limited,Small Cap,Capital Goods,INE810G01011,24-JUN-2021,Nifty Smallcap 250
SIGNATURE,Signatureglobal (India) Limited,Small Cap,Realty,INE903U01023,27-SEP-2023,Nifty Smallcap 250
SOBHA,Sobha Limited,Small Cap,Realty,INE671H01015,20-DEC-2006,Nifty Smallcap 250
SONACOMS,Sona BLW Precision Forgings Limited,Small Cap,Automobile and Auto Components,INE073K01018,24-JUN-2021,Nifty Smallcap 250
SONATSOFTW,Sonata Software Limited,Small Cap,Information Technology,INE269A01021,28-JUL-1999,Nifty Smallcap 250
STARHEALTH,Star Health and Allied Insurance Company Limited,Small Cap,Financial Services,INE575P01011,10-DEC-2021,Nifty Smallcap 250
SUMICHEM,Sumitomo Chemical India Limited,Small Cap,Chemicals,INE258G01013,27-JAN-2020,Nifty Smallcap 250
